distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second,store_forward,vendor
0.7,40.75135803,-73.89703369,1,40.74572372,-73.90348816,2,1,6,16,36,57,2,1,6,16,41,27,0,1
0.49,40.58527374,-73.9692688,1,40.5856781,-73.96633148,6,1,24,12,10,32,6,1,24,12,37,4,0,2
1.04,40.79779434,-73.94844055,3,40.79260254,-73.93777466,5,1,9,12,9,41,6,1,10,11,57,26,0,2
4.8,40.72460938,-73.99367523,1,40.70238113,-73.98679352,2,1,27,12,17,6,2,1,27,12,39,17,0,1
0.81,40.84947205,-73.93652344,1,40.84054184,-73.94023132,3,1,28,23,46,24,3,1,28,23,51,15,0,2
0.99,40.77495956,-73.9041214,2,40.76406097,-73.9148407,0,1,18,8,56,51,0,1,18,9,2,50,0,2
0.94,40.69607544,-73.99137878,1,40.68323898,-73.99774933,1,1,12,14,5,4,1,1,12,14,11,32,0,2
3.36,40.68887329,-73.97397614,1,40.6515007,-73.97045135,1,1,26,23,20,19,1,1,26,23,34,30,0,2
5.16,40.75375366,-73.98196411,1,40.7647438,-73.91665649,1,1,19,13,28,44,1,1,19,13,58,2,0,2
1.28,40.6957283,-73.99497986,2,40.68586349,-73.98191071,3,1,21,0,2,43,3,1,21,0,8,0,0,2
14,40.65758133,-73.98246765,1,40.78977966,-73.95210266,6,1,3,21,1,38,6,1,3,21,30,21,0,1
3.77,40.7652626,-73.83083344,1,40.74749374,-73.88486481,5,1,16,22,46,21,5,1,16,23,7,57,0,2
1.41,40.70161438,-73.98796082,1,40.68364334,-73.99250793,1,1,26,22,49,2,1,1,26,22,57,51,0,2
6.2,40.7547226,-73.99258423,1,40.8087616,-73.96326447,1,1,19,12,48,4,1,1,19,13,9,0,0,1
11.47,40.6857605,-73.96105957,1,40.79069138,-73.9474411,5,1,23,0,43,37,5,1,23,1,19,47,0,2
6.3,40.76717758,-73.89506531,2,40.72388077,-73.95120239,5,1,30,1,53,35,5,1,30,2,11,44,0,2
1.4,40.80550385,-73.95805359,3,40.82262039,-73.95343781,5,1,16,21,58,30,5,1,16,22,5,13,0,1
1.27,40.68342972,-73.99930573,1,40.69305038,-73.98755646,6,1,10,10,36,31,6,1,10,10,44,7,0,2
4.47,40.73589325,-74.00589752,1,40.68154526,-73.99398041,5,1,30,19,3,12,5,1,30,19,24,39,0,2
0.81,40.80075073,-73.96424103,1,40.80555344,-73.95459747,5,1,30,22,2,43,5,1,30,22,7,40,0,2
2.49,40.67047501,-73.95812988,1,40.69654465,-73.97354126,6,1,24,16,48,28,6,1,24,17,4,58,0,2
0.95,40.8086319,-73.9521637,1,40.79922104,-73.94298553,5,1,2,16,11,56,5,1,2,16,20,51,0,2
1.7,40.83958435,-73.93713379,5,40.85028076,-73.91592407,4,1,1,3,42,48,4,1,1,3,52,48,0,1
1.67,40.69755554,-73.92420959,6,40.69477844,-73.95494843,2,1,20,1,17,3,2,1,20,1,24,22,0,2
15.1,40.77423859,-73.80513763,1,40.84060669,-73.94329834,6,1,17,15,44,53,6,1,17,16,18,48,0,1
1.39,40.80672836,-73.94127655,1,40.81526184,-73.95793915,5,1,16,1,21,11,5,1,16,1,29,5,0,2
2.3,40.80523682,-73.95127869,1,40.83595657,-73.93984222,3,1,28,11,50,13,3,1,28,12,4,43,0,1
1.5,40.69792557,-73.97055817,1,40.68810654,-73.95479584,4,1,15,11,13,44,4,1,15,11,20,30,0,1
0.61,40.80987167,-73.96051025,1,40.8031311,-73.96427155,2,1,20,9,59,49,2,1,20,10,2,22,0,2
3.3,40.84556198,-73.93288422,1,40.81882477,-73.95614624,6,1,24,21,54,1,6,1,24,22,3,50,0,1
2.21,40.64989853,-73.93386841,1,40.66079712,-73.96079254,2,1,13,22,26,46,2,1,13,22,35,25,0,2
2.9,40.70782089,-73.94580841,1,40.74299622,-73.95166016,6,1,3,4,37,45,6,1,3,4,51,26,0,2
3.85,40.84130478,-73.9426651,1,40.80509567,-73.95485687,2,1,13,14,30,56,2,1,13,14,46,9,0,2
3.1,40.71982574,-73.9600296,1,40.75039673,-73.93898773,3,1,7,18,15,54,3,1,7,18,30,58,0,1
0.33,40.80940628,-73.95336151,1,40.80510712,-73.9548111,5,1,16,1,20,31,5,1,16,1,23,13,0,2
1.23,40.8199501,-73.91033936,1,40.81870651,-73.92720032,3,1,21,0,15,59,3,1,21,0,21,57,0,2
12.45,40.64540482,-73.77632141,1,40.68766785,-73.97125244,4,1,8,19,52,10,4,1,8,20,25,26,0,2
1.04,40.81222153,-73.94584656,1,40.82518387,-73.94003296,3,1,21,11,24,10,3,1,21,11,28,3,0,2
4.63,40.75325775,-73.99627686,1,40.78713226,-73.94493103,0,1,18,8,54,46,0,1,18,9,9,56,0,2
1.02,40.79095078,-73.96904755,1,40.80290222,-73.96369171,0,1,25,10,19,17,0,1,25,10,28,39,0,2
1,40.73542023,-73.86528778,3,40.74910355,-73.86953735,3,1,21,20,34,12,3,1,21,20,38,59,0,1
3.9,40.74549103,-73.90499878,1,40.77391052,-73.90747833,5,1,30,6,41,19,5,1,30,6,55,39,0,2
4.08,40.82701874,-73.94625092,1,40.7893486,-73.94347382,2,1,20,19,18,58,2,1,20,19,38,28,0,2
1.6,40.79431152,-73.96888733,1,40.80241394,-73.95072174,5,1,30,20,22,5,5,1,30,20,31,41,0,1
3.97,40.71156693,-73.94445801,1,40.68671417,-73.9753952,3,1,28,0,58,12,3,1,28,1,8,26,0,2
6.54,40.76324844,-73.99273682,1,40.71401215,-73.94953918,6,1,3,1,17,57,6,1,3,1,41,17,0,2
4.1,40.73262787,-73.98753357,1,40.69022369,-73.99825287,4,1,22,8,18,30,4,1,22,8,38,11,0,2
0.4,40.67730331,-73.95413208,2,40.68149567,-73.9573288,6,1,10,19,17,31,6,1,10,19,19,21,0,1
3.36,40.75765228,-73.98995972,1,40.78932571,-73.95484161,4,1,15,14,25,19,4,1,15,14,46,48,0,2
3.5,40.74336624,-73.91841125,1,40.71605301,-73.95979309,5,1,9,17,31,39,5,1,9,17,50,32,0,1
1.73,40.71494675,-73.9587326,1,40.72974777,-73.95758057,6,1,10,23,47,15,6,1,10,23,54,6,0,2
3.64,40.72127151,-73.95870972,1,40.75577927,-73.92163849,3,1,14,8,46,49,3,1,14,9,6,16,0,2
2.09,40.82571793,-73.91845703,1,40.83950424,-73.94020844,5,1,30,22,21,8,5,1,30,22,32,33,0,2
4.28,40.66264343,-73.99106598,5,40.70323181,-73.98657227,4,1,29,0,8,49,4,1,29,0,30,56,0,2
0.9,40.71075821,-73.9655304,1,40.72127914,-73.95857239,1,1,12,20,0,3,1,1,12,20,4,16,0,1
0.6,40.71884155,-73.95452118,1,40.71443176,-73.96105957,0,1,11,21,19,13,0,1,11,21,24,43,0,2
1.19,40.8048172,-73.94755554,2,40.80925369,-73.95918274,1,1,19,22,1,2,1,1,19,22,8,50,0,2
1.45,40.79480362,-73.97144318,1,40.81374359,-73.95983124,4,1,29,21,8,13,4,1,29,21,14,21,0,2
1.2,40.77613831,-73.96011353,2,40.78950882,-73.95438385,3,1,28,16,12,7,3,1,28,16,27,41,0,1
10.4,40.76817703,-73.86154175,2,40.6907959,-73.94326019,2,1,13,5,24,27,2,1,13,5,46,0,0,1
0.53,40.77107239,-73.90691376,2,40.77559662,-73.9115448,1,1,5,20,58,17,1,1,5,21,1,20,0,2
3.04,40.77385712,-73.96204376,1,40.80481339,-73.96646118,0,1,18,1,52,1,0,1,18,2,3,0,0,2
1.36,40.68484116,-73.97613525,1,40.68780518,-73.95709229,4,1,8,10,46,4,4,1,8,10,52,7,0,2
0.79,40.80688477,-73.95546722,1,40.80421829,-73.96302032,0,1,18,12,53,28,0,1,18,12,59,18,0,2
11.03,40.64332581,-73.78998566,2,40.70855713,-73.94341278,5,1,16,21,33,56,5,1,16,22,4,41,0,2
2.8,40.67659378,-73.94456482,1,40.68921661,-73.99267578,5,1,30,20,44,30,5,1,30,20,59,9,0,2
7.4,40.72333527,-73.85005188,3,40.74696732,-73.8911972,3,1,28,20,45,38,3,1,28,21,1,6,0,2
8.4,40.79800034,-73.97173309,1,40.82419586,-73.90876007,5,1,30,7,40,14,5,1,30,8,0,12,0,2
1.29,40.77570724,-73.92871094,6,40.76182938,-73.92549133,5,1,9,19,54,35,5,1,9,20,2,17,0,2
2.1,40.78972626,-73.95235443,1,40.80569839,-73.96205902,3,1,28,15,16,5,3,1,28,15,34,0,0,1
3.38,40.69556427,-73.80362701,1,40.72099686,-73.84391022,4,1,29,9,20,39,4,1,29,9,34,7,0,2
1.6,40.71077347,-73.96788025,2,40.71046448,-73.96389771,0,1,25,14,37,15,0,1,25,14,51,43,0,1
1.3,40.75409317,-73.8822937,1,40.74694061,-73.89211273,6,1,10,16,13,14,6,1,10,16,25,57,0,1
1.2,40.67316055,-73.96088409,2,40.65693665,-73.96024323,2,1,20,15,35,47,2,1,20,15,44,57,0,2
0.88,40.80897522,-73.9539566,6,40.80553818,-73.94001007,3,1,21,19,18,24,3,1,21,19,24,44,0,2
1.33,40.7057724,-73.8550415,1,40.72145081,-73.84441376,2,1,6,19,21,6,2,1,6,19,29,38,0,2
3.4,40.85594559,-73.8459549,1,40.8579216,-73.90143585,0,1,25,11,37,40,0,1,25,11,50,41,0,2
1.86,40.78167343,-73.91352844,1,40.76529312,-73.93151093,2,1,13,15,55,40,2,1,13,16,4,39,0,2
17.5,40.69206238,-73.98632813,1,40.84524918,-73.86633301,2,1,13,20,18,38,2,1,13,20,57,58,0,1
3.37,40.79123306,-73.81233978,1,40.75960159,-73.8303833,3,1,28,9,37,26,3,1,28,9,49,12,0,2
1.01,40.79170227,-73.9683075,1,40.78720856,-73.95384216,3,1,14,17,7,42,3,1,14,17,13,24,0,2
2.5,40.77453613,-73.96137238,1,40.80547333,-73.93906403,0,1,4,7,48,15,0,1,4,8,8,22,0,1
4.32,40.75282288,-73.97806549,1,40.76674271,-73.92139435,6,1,3,7,46,45,6,1,3,8,0,9,0,2
0.41,40.76388931,-73.91500854,1,40.76669693,-73.92137909,6,1,10,9,30,0,6,1,10,9,32,45,0,2
0.48,40.79983521,-73.96050262,1,40.80417633,-73.95557404,6,1,3,20,11,28,6,1,3,20,13,44,0,2
1.52,40.73599243,-73.86035156,1,40.74126816,-73.88031006,3,1,28,16,43,21,3,1,28,16,56,9,0,2
3.06,40.76984787,-73.98593903,1,40.80495834,-73.96221924,2,1,13,3,55,9,2,1,13,4,4,8,0,2
0.45,40.80194855,-73.94966888,1,40.79882813,-73.94198608,4,1,8,19,17,20,4,1,8,19,20,58,0,2
0.68,40.74274826,-73.95439911,1,40.74832535,-73.95689392,3,1,14,10,12,36,3,1,14,10,15,22,0,2
2.64,40.74301147,-73.88288116,1,40.76540375,-73.91352081,5,1,9,14,8,8,5,1,9,14,31,8,0,2
7.66,40.76590347,-73.95448303,1,40.84140778,-73.9424057,4,1,15,13,46,57,4,1,15,14,13,55,0,2
0.87,40.83491135,-73.94502258,1,40.8412056,-73.94000244,3,1,21,19,58,0,3,1,21,20,3,58,0,2
0.46,40.66615677,-73.98553467,5,40.67176819,-73.98113251,0,1,4,9,0,15,0,1,4,9,3,3,0,2
1.5,40.7988205,-73.93339539,1,40.81399918,-73.94113159,2,1,13,11,27,14,2,1,13,11,33,52,0,1
2.9,40.69691467,-73.92935181,1,40.68148422,-73.9573822,4,1,22,22,43,20,4,1,22,22,59,58,1,1
1.91,40.83119965,-73.87961578,1,40.83709335,-73.84718323,0,1,11,17,38,20,0,1,11,17,49,20,0,2
1.43,40.79715729,-73.9381485,3,40.80142593,-73.96038055,4,1,22,16,8,28,4,1,22,16,22,19,0,2
0.97,40.69339752,-73.79450989,1,40.69926834,-73.80742645,0,1,25,23,15,55,0,1,25,23,20,54,0,2
5.4,40.85916519,-73.91208649,1,40.84884644,-73.93684387,5,1,30,8,31,5,5,1,30,8,53,31,1,1
8.4,40.76076508,-73.91582489,1,40.72138596,-73.84441376,4,1,1,2,26,35,4,1,1,2,48,51,0,1
0.89,40.68772888,-73.9930954,1,40.6960907,-73.98551178,6,1,10,16,36,47,6,1,10,16,43,0,0,2
1.15,40.71042633,-73.94916534,1,40.7190094,-73.95951843,5,1,2,18,59,1,5,1,2,19,6,29,0,2
3.09,40.74575043,-73.90314484,2,40.74583817,-73.90312195,2,1,27,15,26,14,2,1,27,15,49,49,0,2
4.1,40.73265076,-73.85608673,3,40.74457932,-73.9325943,4,1,29,14,49,54,4,1,29,15,8,28,0,1
1.1,40.71789932,-73.94676971,1,40.72193909,-73.95788574,6,1,17,17,42,59,6,1,17,17,49,27,0,1
1.7,40.80511856,-73.93908691,1,40.80535889,-73.96206665,2,1,20,18,33,37,2,1,20,18,44,8,1,1
0.7,40.69006729,-73.99435425,5,40.68089294,-73.99889374,2,1,13,21,40,26,2,1,13,21,42,22,0,2
2.3,40.7163887,-73.99625397,1,40.69065094,-73.99176025,4,1,15,21,55,52,4,1,15,22,4,31,0,1
0.5,40.80888748,-73.9445343,3,40.80209732,-73.94962311,5,1,30,18,43,7,5,1,30,18,45,6,0,1
3.4,40.72426605,-73.86959839,1,40.69782257,-73.83552551,4,1,22,8,29,11,4,1,22,8,47,41,0,1
1,40.68315887,-73.99820709,1,40.6908989,-73.99420166,5,1,30,18,21,51,5,1,30,18,27,48,0,1
1.8,40.67245102,-73.97895813,3,40.68692017,-73.99370575,4,1,1,2,6,22,4,1,1,2,18,12,0,1
1.15,40.72917175,-73.95187378,1,40.71787643,-73.95763397,1,1,5,18,2,8,1,1,5,18,8,27,0,2
0.61,40.80437088,-73.93739319,1,40.79851151,-73.93357849,2,1,13,18,43,17,2,1,13,18,48,21,0,2
1.22,40.67377853,-73.98653412,1,40.66682816,-73.97779083,2,1,13,11,8,3,2,1,13,11,14,3,0,2
5.91,40.73747253,-74.00975037,1,40.7266655,-73.95249176,3,1,28,6,30,0,3,1,28,6,55,18,0,2
1.5,40.74501419,-73.87005615,1,40.73389053,-73.86962891,6,1,10,15,49,44,6,1,10,16,1,12,0,2
0.15,40.81025314,-73.95111847,1,40.81221008,-73.94970703,2,1,6,19,24,45,2,1,6,19,25,36,0,2
1.2,40.58412552,-73.97194672,1,40.58745956,-73.95461273,4,1,15,12,33,6,4,1,15,12,37,7,0,1
2,40.74533081,-73.86286163,1,40.75783539,-73.83433533,4,1,1,16,21,10,4,1,1,16,27,55,0,1
2.2,40.67951584,-73.94594574,1,40.68394089,-73.97875977,6,1,10,1,26,7,6,1,10,1,37,12,0,1
0.77,40.83866882,-73.91339874,1,40.83828735,-73.90125275,4,1,29,14,38,52,4,1,29,14,45,48,0,2
4.51,40.87329102,-73.88910675,1,40.83790588,-73.85929108,1,1,5,8,44,35,1,1,5,9,3,57,0,2
0.94,40.76594162,-73.9078064,1,40.76674652,-73.92136383,0,1,25,12,34,15,0,1,25,12,41,12,0,2
1.3,40.75816727,-73.91711426,1,40.74542999,-73.90525055,4,1,22,16,24,34,4,1,22,16,33,18,0,1
1.83,40.80486679,-73.9369812,1,40.82469177,-73.94428253,6,1,10,9,12,4,6,1,10,9,19,44,0,2
2.35,40.73557281,-73.91838837,6,40.76374435,-73.91526031,4,1,29,17,21,8,4,1,29,17,40,8,0,2
5.6,40.79069519,-73.96916199,1,40.76158142,-73.92566681,6,1,3,0,56,7,6,1,3,1,14,29,0,1
2.1,40.80539703,-73.94734955,1,40.83013916,-73.93666077,2,1,6,17,14,32,2,1,6,17,27,50,0,1
6.27,40.7624588,-73.99033356,1,40.81780243,-73.94198608,4,1,22,21,46,42,4,1,22,22,3,34,0,2
2.1,40.73540878,-73.85871887,1,40.74652863,-73.89083099,4,1,1,9,40,59,4,1,1,9,49,13,0,1
0.82,40.79418182,-73.94496155,1,40.79613876,-73.93535614,2,1,27,19,5,59,2,1,27,19,11,38,0,2
0.01,40.68270111,-73.98487854,1,40.68283463,-73.98486328,6,1,3,2,19,49,6,1,3,2,20,18,0,2
3.5,40.78017044,-73.97690582,1,40.81784821,-73.9420166,5,1,16,8,28,46,5,1,16,8,42,56,0,1
1.42,40.69084549,-73.95530701,1,40.688694,-73.98055267,6,1,17,6,39,28,6,1,17,6,44,42,0,2
3.04,40.68509293,-73.96524048,1,40.71780777,-73.95766449,4,1,1,20,50,9,4,1,1,21,3,24,0,2
1.48,40.79702759,-73.94064331,1,40.80897903,-73.9520874,4,1,22,23,55,28,5,1,23,0,4,41,0,2
6.49,40.78968048,-73.95238495,1,40.73021698,-73.9539032,5,1,9,6,43,36,5,1,9,7,2,5,0,2
2.86,40.7256279,-73.99710846,1,40.71045303,-73.96437836,1,1,19,13,40,23,1,1,19,13,56,46,0,2
1.4,40.81911469,-73.92726898,1,40.83359146,-73.92893982,5,1,16,22,0,41,5,1,16,22,6,40,0,1
1.2,40.68164825,-73.98016357,1,40.67577362,-73.95979309,3,1,7,9,8,26,3,1,7,9,16,11,0,1
0.6,40.68283844,-73.93795776,1,40.68015671,-73.94467163,6,1,17,17,31,1,6,1,17,17,35,40,0,2
6.5,40.76438141,-73.96643829,1,40.82914352,-73.92842865,2,1,27,0,13,13,2,1,27,0,27,32,0,2
0.49,40.76564026,-73.91358185,1,40.75910568,-73.91896057,4,1,8,18,2,59,4,1,8,18,6,24,0,2
3.4,40.7069397,-73.93309021,2,40.74546814,-73.94680023,6,1,10,18,5,13,6,1,10,18,19,54,0,1
2.92,40.72128677,-73.98170471,5,40.72194672,-73.95014191,6,1,17,0,41,14,6,1,17,1,0,30,0,2
1.24,40.67154312,-73.98762512,1,40.6607399,-73.97927856,6,1,24,13,15,52,6,1,24,13,24,37,0,2
1.51,40.84218216,-73.8558197,1,40.82778549,-73.86534882,6,1,24,12,55,20,6,1,24,13,2,46,0,2
0.74,40.73671722,-73.90825653,1,40.74555588,-73.90310669,6,1,17,0,44,58,6,1,17,0,49,15,0,2
0.65,40.84702301,-73.89946747,1,40.83998489,-73.905159,3,1,28,21,39,17,3,1,28,21,41,58,0,2
2.2,40.7929039,-73.96549988,1,40.80521011,-73.93915558,6,1,24,18,56,31,6,1,24,19,6,23,0,2
6.54,40.69744873,-73.8931427,1,40.68396378,-73.97872162,2,1,6,0,35,16,2,1,6,0,57,22,0,2
0.17,40.65805054,-73.99689484,1,40.66032791,-73.99453735,0,1,4,12,52,51,0,1,4,12,53,54,0,2
1.86,40.70258713,-73.98987579,3,40.68462753,-73.97769165,5,1,9,18,12,51,5,1,9,18,23,41,0,2
1.63,40.69203186,-73.98203278,1,40.68186188,-73.95896149,2,1,27,10,16,29,2,1,27,10,28,40,0,2
2.91,40.78176117,-73.97899628,1,40.80567169,-73.9471817,4,1,1,10,41,54,4,1,1,10,52,21,0,2
2.1,40.82640839,-73.95029449,1,40.80587387,-73.94083405,5,1,2,17,3,56,5,1,2,17,18,40,0,2
0.4,40.72015762,-73.83997345,1,40.72132111,-73.84431458,1,1,12,20,27,37,1,1,12,20,30,36,0,1
1.3,40.68540192,-73.91445923,2,40.6995697,-73.91217804,0,1,25,23,11,56,0,1,25,23,19,37,0,1
2.21,40.79110336,-73.96531677,1,40.81218338,-73.94243622,3,1,28,8,2,46,3,1,28,8,18,10,0,2
0.35,40.74658585,-73.89099121,1,40.74409103,-73.88518524,0,1,4,11,43,43,0,1,4,11,45,16,0,2
2.98,40.68009567,-73.944664,3,40.69469833,-73.99093628,2,1,27,10,34,47,2,1,27,10,59,53,0,2
1.52,40.72790527,-73.90026855,5,40.74534607,-73.90344238,3,1,7,0,11,14,3,1,7,0,18,13,0,2
0.48,40.77274323,-73.91607666,1,40.77578735,-73.9111557,1,1,5,17,48,42,1,1,5,17,51,24,0,2
4.6,40.82926941,-73.87458038,1,40.805439,-73.93920898,6,1,24,16,30,28,6,1,24,16,46,54,0,1
2.07,40.68552017,-73.98571014,1,40.66260529,-73.99201202,4,1,8,18,54,52,4,1,8,19,7,27,0,2
1.22,40.77774429,-73.95549774,1,40.79079819,-73.9535141,4,1,29,18,51,16,4,1,29,18,58,55,0,2
0.32,40.73849106,-73.87369537,1,40.73419189,-73.8717804,3,1,14,23,29,8,3,1,14,23,31,15,0,2
1.62,40.77042389,-73.9578476,1,40.78881836,-73.95355225,3,1,7,17,27,26,3,1,7,17,40,40,0,2
1.29,40.77813721,-73.91775513,1,40.76678848,-73.92171478,0,1,4,14,3,32,0,1,4,14,12,9,0,2
7.6,40.74991989,-73.99517059,1,40.82361603,-73.93781281,6,1,10,12,14,26,6,1,10,12,43,10,0,1
2.13,40.80037689,-73.96549225,1,40.82492065,-73.94798279,4,1,22,18,22,49,4,1,22,18,32,6,0,2
1.4,40.79248428,-73.96649933,1,40.80796432,-73.95284271,5,1,16,10,47,57,5,1,16,10,55,24,0,1
3.07,40.6986084,-73.91556549,1,40.71392059,-73.95264435,1,1,19,3,28,49,1,1,19,3,42,20,0,2
2,40.78665161,-73.97064209,1,40.8033905,-73.94877625,5,1,2,23,18,54,5,1,2,23,27,21,0,1
1.54,40.74375916,-73.82558441,1,40.73107529,-73.81507874,4,1,1,7,53,18,4,1,1,7,59,36,0,2
2.84,40.69447327,-73.93138885,1,40.68601227,-73.97816467,3,1,14,21,44,59,3,1,14,22,0,52,0,2
0.94,40.8042984,-73.93938446,1,40.8139534,-73.9405899,1,1,5,22,54,21,1,1,5,22,58,15,0,2
1.5,40.81485367,-73.94080353,1,40.8092308,-73.95922089,1,1,19,13,14,4,1,1,19,13,23,26,0,1
2.66,40.75372314,-73.87749481,1,40.76558685,-73.91358948,0,1,4,14,54,34,0,1,4,15,4,9,0,2
2.9,40.68479538,-73.96279907,1,40.71855164,-73.96147919,0,1,18,3,33,49,0,1,18,3,43,8,0,1
1.29,40.74717712,-73.91596985,1,40.75925827,-73.91880035,5,1,30,17,39,23,5,1,30,17,46,3,0,2
5.2,40.66306305,-73.89347076,1,40.68953705,-73.96928406,5,1,9,19,1,27,5,1,9,19,35,26,0,1
2.93,40.69779587,-73.91650391,1,40.71386719,-73.95160675,5,1,23,4,37,14,5,1,23,5,2,46,0,2
1.7,40.70994186,-73.9402771,2,40.71686935,-73.94984436,2,1,6,22,23,51,2,1,6,22,32,30,0,1
0.63,40.7172966,-73.95821381,1,40.71007156,-73.96263885,4,1,1,20,21,33,4,1,1,20,24,55,0,2
4.21,40.66147614,-73.95223999,1,40.70129776,-73.92677307,2,1,13,23,27,16,2,1,13,23,44,26,0,2
0.2,40.66356277,-73.98952484,3,40.66496658,-73.98661041,5,1,16,20,12,57,5,1,16,20,13,52,0,1
7.71,40.72515488,-73.99031067,1,40.79887772,-73.94147491,4,1,1,10,29,52,4,1,1,10,44,21,0,2
4.14,40.73877716,-73.80516052,1,40.73345566,-73.86961365,4,1,29,8,40,27,4,1,29,8,51,50,0,2
2.86,40.74399567,-73.92405701,1,40.73419571,-73.8722229,5,1,30,17,31,53,5,1,30,17,44,12,0,2
2.02,40.66973877,-73.98600006,1,40.68834686,-73.98825836,6,1,10,17,56,46,6,1,10,18,5,10,0,2
15.47,40.64694595,-73.78996277,1,40.76685715,-73.91265869,2,1,6,18,34,3,2,1,6,19,25,30,0,2
0.5,40.76773834,-73.92551422,5,40.76167679,-73.92549896,1,1,5,19,50,38,1,1,5,19,53,38,0,2
9.3,40.75468826,-73.96411896,6,40.6638031,-73.99091339,2,1,27,22,26,51,2,1,27,22,47,21,0,2
0.59,40.76633835,-73.9129715,1,40.7591362,-73.91876984,5,1,2,21,14,31,5,1,2,21,18,16,0,2
2.7,40.67693329,-73.93647003,1,40.6875,-73.9774704,5,1,9,23,29,2,5,1,9,23,42,8,0,2
1.3,40.81984329,-73.95516968,1,40.80352402,-73.96482849,2,1,13,13,3,5,2,1,13,13,11,6,0,1
7.95,40.72343063,-73.9854126,1,40.80581665,-73.93896484,5,1,16,19,13,2,5,1,16,19,40,21,0,2
10.56,40.67918396,-74.01280975,5,40.7337265,-73.87020874,1,1,12,4,34,25,1,1,12,4,47,54,0,2
0.6,40.68280029,-73.96879578,1,40.68692398,-73.97674561,1,1,19,9,50,59,1,1,19,9,54,44,0,1
0.8,40.82271194,-73.93817139,1,40.8156395,-73.94708252,4,1,8,23,6,34,4,1,8,23,9,59,0,1
4.97,40.70993805,-73.94874573,1,40.69219589,-73.99100494,6,1,17,2,4,19,6,1,17,2,13,37,0,2
0.48,40.80977249,-73.93763733,1,40.80452728,-73.93786621,2,1,20,22,29,58,2,1,20,22,33,48,0,2
0.48,40.79142761,-73.94419098,1,40.78644562,-73.94233704,2,1,20,13,3,40,2,1,20,13,5,12,0,2
0.45,40.85232162,-73.92965698,1,40.84814072,-73.93450165,5,1,9,12,29,35,5,1,9,12,33,2,0,2
3.71,40.753479,-73.93442535,1,40.71200562,-73.96291351,6,1,17,17,23,5,6,1,17,17,42,52,0,2
1.25,40.75836182,-73.89457703,1,40.74597549,-73.90364075,2,1,27,18,45,47,2,1,27,18,52,41,0,2
1.85,40.77470016,-73.93310547,1,40.75439835,-73.94313049,5,1,2,13,14,59,5,1,2,13,22,42,0,2
0.79,40.72828674,-73.85979462,1,40.72273254,-73.84630585,4,1,29,21,23,25,4,1,29,21,28,34,0,2
1.67,40.76638794,-73.93073273,1,40.77576447,-73.91117096,5,1,2,13,5,36,5,1,2,13,13,10,0,2
0.68,40.80250168,-73.95087433,1,40.79874039,-73.93968201,4,1,8,22,35,17,4,1,8,22,39,40,0,2
0.88,40.6847229,-73.99710846,1,40.68276596,-73.99324799,1,1,19,17,21,8,1,1,19,17,27,27,0,2
4.2,40.72026825,-74.01086426,1,40.72206116,-73.95773315,0,1,18,3,38,40,0,1,18,3,56,20,0,2
6.93,40.77487183,-73.91362762,1,40.71441269,-73.95742798,1,1,19,5,10,15,1,1,19,5,24,55,0,2
1.87,40.66566849,-73.9806366,2,40.6806488,-73.99463654,5,1,16,1,55,31,5,1,16,2,4,45,0,2
6.49,40.75427246,-73.99288177,1,40.71448898,-73.94460297,6,1,24,22,34,29,6,1,24,22,57,29,0,2
2.1,40.67504883,-73.95644379,1,40.68767548,-73.98683929,4,1,8,18,33,16,4,1,8,18,47,6,0,1
0.91,40.7219429,-73.95788574,3,40.71429825,-73.95619965,5,1,16,16,2,23,5,1,16,16,8,45,0,2
1.4,40.80758667,-73.96050262,1,40.8014183,-73.94794464,3,1,21,7,14,52,3,1,21,7,22,0,0,2
2.1,40.85182571,-73.93495941,1,40.82414246,-73.95209503,2,1,27,14,30,56,2,1,27,14,43,8,0,1
2.01,40.81751633,-73.9156723,1,40.83025742,-73.88221741,0,1,18,10,26,31,0,1,18,10,39,18,0,2
4.41,40.77198792,-73.93339539,1,40.71963882,-73.95568848,5,1,16,1,19,36,5,1,16,1,34,33,0,2
4.5,40.62721634,-73.94596863,2,40.67489624,-73.95655823,6,1,10,15,11,13,6,1,10,15,34,7,0,1
1.97,40.6877594,-73.99311829,5,40.66773987,-73.98748779,5,1,9,4,28,54,5,1,9,4,39,38,0,2
5.14,40.69909668,-73.99344635,1,40.6979332,-73.93693542,5,1,30,17,21,15,5,1,30,17,49,27,0,2
0.59,40.76732254,-73.91112518,3,40.76569748,-73.91880035,5,1,30,22,4,27,5,1,30,22,8,50,0,2
4.29,40.77968979,-73.98790741,1,40.80546951,-73.93915558,0,1,25,20,4,32,0,1,25,20,25,1,0,2
2.25,40.70921326,-73.93299866,1,40.72186279,-73.95791626,3,1,7,0,58,39,3,1,7,1,8,12,0,2
6.05,40.75768661,-73.99025726,1,40.82676697,-73.95037079,5,1,2,7,2,20,5,1,2,7,15,51,0,2
6.51,40.71390533,-73.9798584,1,40.67247772,-73.990242,3,1,7,22,33,41,3,1,7,22,49,48,0,2
