distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second,store_forward,vendor
1.3,40.73003387,-74.00214386,1,40.72941589,-73.98988342,5,1,9,0,47,12,5,1,9,0,57,14,0,1
0.74,40.7383194,-73.97737885,1,40.74148178,-73.9887619,0,1,18,22,51,52,0,1,18,22,57,46,0,2
3.1,40.80180359,-73.96034241,1,40.7653656,-73.99137115,5,1,9,1,52,55,5,1,9,2,1,27,0,1
6.58,40.77443314,-73.92759705,1,40.73154831,-73.98916626,4,1,15,22,20,33,4,1,15,23,3,18,0,2
1.09,40.73508835,-74.00606537,4,40.72476578,-73.99916077,2,1,20,18,54,1,2,1,20,19,0,19,0,2
0.68,40.76948547,-73.96289825,1,40.77794647,-73.9567337,3,1,21,17,8,54,3,1,21,17,12,50,0,2
9.8,40.71739197,-73.90807343,1,40.73816681,-74.00809479,3,1,7,19,7,40,3,1,7,19,43,56,0,1
1.7,40.73687363,-73.9824295,1,40.75751877,-73.97129059,0,1,4,22,54,19,0,1,4,23,1,38,0,1
0.8,40.78562546,-73.96900177,1,40.78501129,-73.98053741,4,1,22,6,45,32,4,1,22,6,50,24,1,1
3.18,40.75069046,-73.9907608,1,40.77864838,-73.9625473,6,1,3,16,54,35,6,1,3,17,12,0,0,2
3,40.75374222,-73.9732666,1,40.79198837,-73.9464798,1,1,19,6,46,50,1,1,19,6,59,6,0,1
1.1,40.72700882,-73.98395538,1,40.72136307,-73.99740601,4,1,8,23,13,20,4,1,8,23,20,42,0,1
7,40.77247238,-73.88937378,1,40.75563049,-73.97709656,0,1,4,19,47,52,0,1,4,20,13,35,0,1
2.83,40.78971481,-73.9523468,1,40.75497818,-73.97146606,5,1,16,10,11,24,5,1,16,10,22,58,0,2
4.36,40.74411011,-73.97922516,2,40.70666504,-74.00474548,4,1,22,12,24,42,4,1,22,12,41,53,0,2
0.95,40.80498123,-73.95503998,2,40.81679916,-73.94734955,5,1,9,19,15,12,5,1,9,19,20,14,0,2
0.45,40.76039886,-73.98577118,1,40.75606918,-73.99154663,4,1,15,7,33,15,4,1,15,7,38,10,0,2
1,40.75647354,-73.96466827,2,40.76273727,-73.97901917,6,1,24,22,33,45,6,1,24,22,39,18,0,1
0.68,40.77679825,-73.95249939,1,40.76964188,-73.95477295,5,1,2,17,23,31,5,1,2,17,25,21,0,2
0.7,40.75537872,-73.98851013,1,40.76008987,-73.99507141,0,1,11,11,12,26,0,1,11,11,17,10,0,1
1.05,40.75651169,-73.98983765,1,40.76104355,-73.9832077,0,1,11,9,59,14,0,1,11,10,4,51,0,2
0.59,40.74030685,-74.00379944,5,40.73334503,-74.0063858,5,1,30,1,9,27,5,1,30,1,12,21,0,2
1.9,40.77713394,-73.95950317,2,40.7772522,-73.95941925,4,1,29,7,48,34,4,1,29,8,12,18,0,1
1.2,40.75106049,-73.97542572,1,40.76332474,-73.96284485,2,1,27,6,11,27,2,1,27,6,17,50,0,1
2.6,40.73612595,-73.97670746,1,40.7649765,-73.97688293,6,1,3,17,7,54,6,1,3,17,21,25,0,1
1,40.78632355,-73.96957397,1,40.78117371,-73.9810791,5,1,16,0,45,32,5,1,16,0,51,5,0,1
0.9,40.74566269,-73.98708344,1,40.75220871,-73.97821045,6,1,17,13,39,25,6,1,17,13,43,24,0,1
4.2,40.76488876,-73.95410156,1,40.73660278,-73.9930954,5,1,16,17,11,3,5,1,16,17,31,32,0,1
1.62,40.73973083,-73.98701477,1,40.73243713,-74.00741577,1,1,12,7,2,14,1,1,12,7,12,25,0,2
1.75,40.74650955,-73.98413086,5,40.72706985,-73.98564148,1,1,26,18,8,59,1,1,26,18,26,32,0,2
3.05,40.76970673,-73.951828,1,40.74350739,-73.98434448,2,1,6,7,14,57,2,1,6,7,30,15,0,2
17.7,40.7625351,-73.98163605,2,40.64697647,-73.79021454,5,1,16,0,28,44,5,1,16,1,3,48,0,1
1.1,40.80204773,-73.96450806,1,40.79026413,-73.96953583,0,1,25,19,30,3,0,1,25,19,35,3,0,1
0.74,40.75905609,-73.9896698,2,40.76726151,-73.98625183,6,1,24,21,45,47,6,1,24,21,49,9,0,2
2.8,40.73202515,-73.98197937,1,40.75231934,-73.97798157,2,1,13,17,39,55,2,1,13,18,3,31,0,1
2.42,40.75835419,-73.97299957,1,40.77291107,-73.94633484,4,1,15,7,50,27,4,1,15,8,6,21,0,2
0.67,40.74182129,-73.98516083,1,40.75030136,-73.97933197,3,1,21,9,28,29,3,1,21,9,33,23,0,2
2.14,40.72409821,-73.98870087,1,40.70970154,-74.00736237,4,1,1,2,36,26,4,1,1,2,47,49,0,2
1.2,40.76363754,-73.97969055,1,40.75040054,-73.97867584,4,1,29,8,20,56,4,1,29,8,30,7,0,1
0.6,40.7464447,-73.89647675,1,40.74471283,-73.88654327,3,1,28,6,39,35,3,1,28,6,42,43,0,2
1.69,40.74462128,-73.99178314,6,40.75997543,-73.97547913,0,1,11,22,37,49,0,1,11,22,44,20,0,2
1.6,40.75850677,-74.00058746,1,40.74747467,-73.9874115,3,1,7,13,52,19,3,1,7,14,8,44,0,1
0.4,40.75228882,-73.97540283,1,40.75815201,-73.97153473,5,1,16,20,24,41,5,1,16,20,26,24,0,1
1.98,40.75779724,-74.00086212,1,40.75274277,-73.97053528,0,1,11,7,55,42,0,1,11,8,8,17,0,2
1.1,40.7601738,-73.91578674,1,40.76792145,-73.91608429,4,1,1,2,0,21,4,1,1,2,6,6,0,1
0.4,40.7959404,-73.97259521,1,40.79371262,-73.96647644,1,1,19,20,58,15,1,1,19,21,0,17,0,1
0.6,40.77333832,-73.96286774,1,40.78054047,-73.96107483,0,1,11,12,56,35,0,1,11,13,2,24,0,1
1.18,40.77253342,-73.95104218,1,40.76478577,-73.96421814,4,1,29,17,27,40,4,1,29,17,34,16,0,2
1.42,40.76317978,-73.98583984,1,40.76182175,-73.96530914,1,1,19,23,32,44,1,1,19,23,41,21,0,2
1.73,40.73754501,-73.98552704,1,40.75233841,-73.96979523,5,1,9,4,16,20,5,1,9,4,22,13,0,2
4.94,40.74680328,-73.95220947,1,40.74336243,-73.99170685,5,1,9,13,59,13,5,1,9,14,26,56,0,2
1.4,40.77784348,-73.97464752,2,40.76415634,-73.96882629,0,1,25,17,38,12,0,1,25,17,54,8,0,2
1.7,40.73615265,-73.98500824,1,40.71534729,-74.00196838,2,1,27,20,22,41,2,1,27,20,34,32,0,1
12.03,40.74132156,-73.89582825,1,40.64480972,-73.78217316,0,1,4,22,4,1,0,1,4,22,30,25,0,2
0.8,40.76084518,-73.98053741,1,40.75434875,-73.96914673,4,1,22,9,14,18,4,1,22,9,22,15,0,1
0.8,40.79229355,-73.973526,1,40.80345154,-73.96746826,5,1,2,10,45,29,5,1,2,10,49,20,0,1
2.54,40.76736832,-73.96101379,1,40.75165939,-73.9881134,1,1,5,22,21,1,1,1,5,22,31,47,0,2
3.9,40.77160263,-73.959198,1,40.72712708,-73.99192047,4,1,15,22,38,26,4,1,15,22,57,13,0,1
2.32,40.76599884,-73.92636108,2,40.74509048,-73.93315125,3,1,7,13,56,3,3,1,7,14,9,51,0,2
2.75,40.76219559,-73.95850372,2,40.75102997,-73.99065399,0,1,11,11,36,19,0,1,11,12,3,35,0,2
1.6,40.78963852,-73.97364044,1,40.77449036,-73.96354675,0,1,25,7,51,14,0,1,25,8,5,43,0,2
1.03,40.71935654,-73.9858551,1,40.72789001,-73.98812866,5,1,9,2,4,22,5,1,9,2,13,49,0,2
0.76,40.75094986,-74.00566101,1,40.75014877,-73.99423218,5,1,30,19,5,54,5,1,30,19,10,41,0,2
0.5,40.75918198,-74.00364685,1,40.76178741,-73.99761963,4,1,8,7,38,52,4,1,8,7,41,54,0,1
1,40.75390244,-73.97789001,1,40.75406265,-73.9921875,2,1,13,10,6,34,2,1,13,10,23,35,0,1
4.3,40.78412628,-73.97756195,1,40.83085632,-73.94737244,5,1,30,11,59,2,5,1,30,12,13,24,0,1
1.98,40.77680969,-73.95542145,1,40.76200867,-73.97756195,4,1,1,11,44,35,4,1,1,11,51,6,0,2
1.2,40.7216568,-73.9806366,1,40.73264313,-73.99125671,2,1,13,22,47,17,2,1,13,22,54,44,0,1
1.89,40.74940872,-73.98460388,1,40.72795868,-73.99098206,6,1,17,11,20,3,6,1,17,11,29,51,0,2
1.5,40.76021576,-73.98764038,2,40.74285126,-73.99661255,5,1,9,12,11,41,5,1,9,12,22,21,0,2
3.37,40.7883606,-73.95506287,5,40.76050186,-73.98428345,0,1,25,12,27,41,0,1,25,12,52,56,0,2
3.15,40.74717331,-73.977211,1,40.74493027,-74.00847626,5,1,30,15,16,10,5,1,30,15,43,4,0,2
1.6,40.74197006,-73.97485352,1,40.75600052,-73.9834671,1,1,12,10,15,26,1,1,12,10,27,42,0,1
17.72,40.64476013,-73.78252411,1,40.76060104,-73.9846344,1,1,19,11,20,33,1,1,19,12,10,4,0,2
2.4,40.75294113,-73.97846222,2,40.72962952,-74.00389862,3,1,28,22,53,21,3,1,28,23,7,21,0,2
1.34,40.75780869,-74.00059509,2,40.76331329,-73.98567963,1,1,19,9,23,42,1,1,19,9,41,29,0,2
4.24,40.76541901,-73.97447968,1,40.71627045,-74.0092392,3,1,28,22,15,14,3,1,28,22,33,8,0,2
4.61,40.71010971,-74.00611877,1,40.74657822,-73.98404694,2,1,27,8,59,22,2,1,27,9,20,6,0,2
10,40.85254288,-73.93859863,1,40.73491669,-73.99752808,6,1,17,1,18,44,6,1,17,1,42,41,0,1
1.6,40.73368073,-73.98992157,1,40.73051834,-74.00860596,4,1,29,9,58,43,4,1,29,10,15,29,0,1
3.8,40.71141815,-73.945961,1,40.69088745,-73.99399567,6,1,3,23,1,1,6,1,3,23,11,45,0,1
7.6,40.82045746,-73.93978882,1,40.74198151,-74.00474548,1,1,5,15,48,56,1,1,5,16,10,59,0,1
7.7,40.7100563,-73.96688843,2,40.77877426,-73.95346069,5,1,2,20,18,8,5,1,2,20,45,20,0,1
2.39,40.77523422,-73.95361328,5,40.77348709,-73.98155975,0,1,11,18,50,5,0,1,11,19,9,29,0,2
1.79,40.76320267,-73.99216461,1,40.74305344,-74.00009918,2,1,13,20,38,22,2,1,13,20,44,41,0,2
17.4,40.64341354,-73.79010773,4,40.72555923,-73.98755646,4,1,1,9,4,38,4,1,1,9,28,47,0,1
1.8,40.75785065,-73.96394348,1,40.74366379,-73.98362732,0,1,18,9,17,37,0,1,18,9,26,13,0,1
3.96,40.69364166,-73.98505402,2,40.73933029,-74.007164,6,1,10,4,23,46,6,1,10,4,38,12,0,2
0.96,40.69357681,-73.99279022,6,40.68116379,-73.99876404,1,1,26,7,10,51,1,1,26,7,17,38,0,2
1.3,40.73042679,-73.98068237,1,40.74499893,-73.975914,3,1,21,22,13,25,3,1,21,22,16,52,0,1
1.9,40.75039291,-73.97167969,1,40.76745224,-73.9536438,3,1,7,8,26,58,3,1,7,8,39,56,0,1
7.2,40.7071228,-73.95861053,1,40.76901245,-73.9592514,0,1,18,13,55,40,0,1,18,14,16,40,0,1
4.9,40.76454163,-73.94711304,1,40.75954056,-73.98085785,3,1,14,19,53,58,3,1,14,20,20,16,0,2
20.5,40.64887619,-73.78277588,1,40.7634201,-73.97806549,2,1,27,18,6,52,2,1,27,19,44,50,0,1
2.66,40.75629044,-74.00296783,3,40.76436996,-73.96820068,5,1,9,13,52,23,5,1,9,14,16,47,0,2
0.59,40.77896118,-73.98230743,5,40.7741394,-73.98877716,3,1,21,10,16,22,3,1,21,10,19,15,0,2
1.8,40.75468063,-73.87382507,1,40.77108765,-73.86528015,1,1,12,21,38,39,1,1,12,21,45,26,0,1
0.6,40.7503891,-73.99469757,1,40.74514771,-73.9949646,6,1,3,17,43,46,6,1,3,17,49,33,0,1
2,40.77999878,-73.94875336,1,40.79043198,-73.9750824,6,1,3,20,54,55,6,1,3,21,5,41,0,1
2,40.71974182,-74.00549316,1,40.74022293,-73.9865799,6,1,17,19,19,54,6,1,17,19,30,31,0,1
0.8,40.7334938,-73.99422455,1,40.72508621,-73.99529266,3,1,14,16,7,46,3,1,14,16,12,55,0,1
0.9,40.76586914,-73.96053314,1,40.77731323,-73.95214844,5,1,2,13,54,35,5,1,2,13,58,15,0,1
6.13,40.75310135,-73.97000122,1,40.69601059,-73.98865509,0,1,25,7,32,30,0,1,25,7,53,52,0,2
0.99,40.74309158,-73.98782349,6,40.75473404,-73.97970581,2,1,6,11,12,13,2,1,6,11,17,23,0,2
1.13,40.76948547,-73.98530579,1,40.76035309,-73.98204803,4,1,8,13,56,5,4,1,8,14,2,37,0,2
0.23,40.70489883,-74.00728607,1,40.70590591,-74.00978851,4,1,15,9,2,6,4,1,15,9,4,53,0,2
1.5,40.73636627,-73.98204041,1,40.75100327,-73.99176788,0,1,4,14,48,49,0,1,4,14,58,23,0,1
0.7,40.74455643,-73.99157715,4,40.74547958,-73.98342133,3,1,14,23,21,0,3,1,14,23,25,0,0,1
1.8,40.77627182,-73.97827148,1,40.79349518,-73.97077179,5,1,2,16,36,5,5,1,2,16,43,42,0,1
0.8,40.72419739,-73.97873688,3,40.73130417,-73.98880005,3,1,21,19,16,7,3,1,21,19,21,50,0,1
1.8,40.78604889,-73.95535278,1,40.80289459,-73.96781921,5,1,9,20,39,52,5,1,9,20,49,28,0,1
1.1,40.72701263,-73.98387909,1,40.73949051,-73.98283386,2,1,27,19,27,15,2,1,27,19,33,59,0,1
0.6,40.75151825,-73.99059296,1,40.74596786,-73.98178864,1,1,12,14,6,6,1,1,12,14,15,56,0,1
1.02,40.76409149,-73.98117065,1,40.75349045,-73.978302,3,1,7,10,52,53,3,1,7,11,1,28,0,2
1.35,40.77470016,-73.95687866,1,40.7588501,-73.96244049,3,1,7,9,46,42,3,1,7,9,54,53,0,2
2.32,40.73115158,-73.98880005,5,40.74998093,-73.99510193,1,1,26,12,36,29,1,1,26,13,0,48,0,2
0.72,40.77859116,-73.94573212,2,40.78005981,-73.9552002,1,1,26,8,18,36,1,1,26,8,22,10,0,2
1.56,40.73321152,-74.00640869,1,40.72068024,-73.9895401,2,1,20,20,46,25,2,1,20,20,56,47,0,2
0.63,40.76538086,-73.97932434,5,40.76139069,-73.98699951,4,1,29,8,57,17,4,1,29,9,3,8,0,2
3.85,40.74712372,-74.00257874,1,40.74750137,-74.00337982,1,1,19,7,51,41,1,1,19,8,18,48,0,2
1.4,40.77722931,-73.95645905,1,40.78304291,-73.97412872,6,1,24,19,32,15,6,1,24,19,39,31,0,1
2.8,40.76754379,-73.96339417,1,40.79698181,-73.97181702,1,1,26,21,10,47,1,1,26,21,24,54,0,1
3.11,40.7204895,-73.98554993,6,40.69979095,-73.94024658,5,1,23,0,33,31,5,1,23,0,47,44,0,2
6.89,40.68564606,-73.95606232,5,40.75793839,-73.9708786,2,1,20,21,35,15,2,1,20,22,4,18,0,2
1.56,40.73176193,-73.98234558,1,40.72462845,-74.00234222,3,1,21,22,52,2,3,1,21,23,0,35,0,2
0.8,40.7525177,-74.00364685,1,40.74542236,-73.99825287,5,1,16,17,6,21,5,1,16,17,10,38,0,1
0.71,40.7322464,-73.9848175,4,40.73146057,-73.99466705,3,1,21,11,47,35,3,1,21,11,53,59,0,2
1.5,40.71984863,-74.00706482,5,40.74030685,-74.0052948,6,1,10,0,13,26,6,1,10,0,22,21,0,2
1.3,40.75571442,-74.00223541,1,40.74657822,-73.98173523,5,1,16,14,19,44,5,1,16,14,29,3,0,1
3.6,40.73886871,-73.99935913,1,40.77846146,-73.98841858,6,1,17,20,7,39,6,1,17,20,22,29,0,2
2.4,40.72077942,-73.99549866,1,40.74150467,-74.00505066,6,1,10,1,39,6,6,1,10,1,56,4,0,1
4.87,40.75207138,-73.89250946,1,40.75871658,-73.96392822,5,1,16,1,52,56,5,1,16,2,12,19,0,2
1.9,40.75887299,-73.96629333,1,40.74023819,-73.98651886,4,1,8,20,47,38,4,1,8,20,58,46,0,1
2.5,40.77256012,-73.98236847,1,40.78514099,-73.95376587,2,1,13,17,54,36,2,1,13,18,10,41,0,1
2.45,40.77376175,-73.98241425,1,40.78799057,-73.9552002,0,1,4,17,33,35,0,1,4,17,49,2,0,2
1,40.74053192,-73.9981842,2,40.72912216,-74.00099182,4,1,8,1,42,6,4,1,8,1,47,42,0,1
0.42,40.76215744,-73.98332977,5,40.76769257,-73.98268127,6,1,10,16,4,41,6,1,10,16,6,51,0,2
0.6,40.74163437,-73.99360657,1,40.74184799,-74.00363159,5,1,16,21,34,7,5,1,16,21,38,47,0,1
1.61,40.75108337,-73.98770905,6,40.75547028,-73.9682312,2,1,20,14,39,2,2,1,20,14,55,29,0,2
0.6,40.75656509,-73.97477722,1,40.75928497,-73.98101044,5,1,30,0,16,50,5,1,30,0,22,49,0,1
0.6,40.71623611,-74.00134277,1,40.71321487,-74.00977325,1,1,5,10,49,41,1,1,5,10,56,50,0,1
1.6,40.77360916,-73.9801178,4,40.78920364,-73.97805786,6,1,17,13,56,22,6,1,17,14,3,29,0,2
1.17,40.77070618,-73.9803772,1,40.75676727,-73.98983765,5,1,30,14,18,33,5,1,30,14,28,8,0,2
2.4,40.71648788,-73.9968338,1,40.74467468,-73.98698425,5,1,16,15,10,19,5,1,16,15,33,23,0,1
1.45,40.74121094,-73.98551941,6,40.72997665,-73.9990921,6,1,3,1,41,41,6,1,3,1,49,45,0,2
1.8,40.7878685,-73.97659302,1,40.78103256,-73.94948578,5,1,30,18,22,21,5,1,30,18,37,0,0,1
1.1,40.76494598,-73.98258972,2,40.76772308,-73.96827698,0,1,18,18,15,42,0,1,18,18,22,30,0,1
6.5,40.82461929,-73.94413757,1,40.75725174,-73.96708679,2,1,6,23,4,22,2,1,6,23,22,20,0,1
0.4,40.79124832,-73.97350311,1,40.78902435,-73.97781372,2,1,13,17,24,4,2,1,13,17,28,16,0,1
2.7,40.76316071,-73.97189331,1,40.74998474,-74.00247955,5,1,30,2,42,40,5,1,30,2,53,18,0,1
2.32,40.76405334,-73.95866394,1,40.74872589,-73.9855423,2,1,27,21,33,47,2,1,27,21,45,8,0,2
0.9,40.74195099,-73.98938751,1,40.75113297,-73.97826385,3,1,7,12,24,14,3,1,7,12,31,11,0,1
0.77,40.75038147,-73.98280334,1,40.759758,-73.97592163,5,1,2,18,37,36,5,1,2,18,44,55,0,2
6.61,40.71123505,-74.01600647,1,40.75743866,-73.97119904,0,1,25,4,34,8,0,1,25,4,49,57,0,2
2.55,40.74008179,-74.00556183,1,40.75770187,-73.97772217,5,1,2,14,30,8,5,1,2,14,41,46,0,2
1.8,40.78665543,-73.97776031,1,40.7713356,-73.95656586,1,1,12,15,55,27,1,1,12,16,9,11,0,1
8.32,40.77437973,-73.87326813,6,40.7701416,-73.95124817,2,1,20,9,12,41,2,1,20,9,28,40,0,2
1.6,40.78333664,-73.94908905,1,40.7659874,-73.96529388,4,1,29,11,33,46,4,1,29,11,49,16,0,1
17.8,40.75676727,-73.98323822,3,40.64750671,-73.78606415,5,1,30,0,19,36,5,1,30,0,44,35,0,1
1.72,40.75297165,-73.96691895,1,40.76797104,-73.98290253,4,1,15,22,34,4,4,1,15,22,42,26,0,2
1.2,40.76247787,-73.97490692,1,40.7755127,-73.98239136,3,1,14,20,22,39,3,1,14,20,28,6,1,1
2.52,40.76719284,-73.95378876,1,40.75400543,-73.98239899,3,1,14,0,31,49,3,1,14,0,43,4,0,2
3.6,40.75018311,-73.99364471,1,40.7828331,-73.95736694,2,1,20,6,57,17,2,1,20,7,13,15,0,1
2.58,40.69055176,-73.94548035,1,40.68972015,-73.98126221,6,1,3,2,4,19,6,1,3,2,14,24,0,2
2.8,40.74666977,-74.00128937,2,40.7830658,-73.97467804,2,1,27,12,44,9,2,1,27,13,3,17,0,1
1.6,40.7550087,-73.96472931,1,40.77074432,-73.9682312,1,1,26,21,4,25,1,1,26,21,16,18,0,1
2.9,40.76771164,-73.96204376,2,40.7336731,-73.98983765,5,1,16,20,44,8,5,1,16,21,3,25,0,1
1,40.74927139,-73.99243927,1,40.75487137,-73.9781189,1,1,26,2,32,54,1,1,26,2,37,6,0,2
1.22,40.73859024,-73.97384644,1,40.74861908,-73.98769379,4,1,8,7,49,14,4,1,8,8,2,58,0,2
1.14,40.76032257,-73.98284149,1,40.77349472,-73.98162842,1,1,5,11,4,0,1,1,5,11,10,31,0,2
1.9,40.76142883,-73.97936249,1,40.76140976,-73.9793396,6,1,17,0,6,54,6,1,17,0,8,6,0,1
1.4,40.75822067,-73.97057343,1,40.77208328,-73.97955322,3,1,14,10,14,54,3,1,14,10,24,4,0,1
1.8,40.71378326,-73.98587799,2,40.73157883,-73.98554993,6,1,24,19,10,17,6,1,24,19,25,34,0,1
0.38,40.62882614,-73.97001648,2,40.62985229,-73.96333313,6,1,3,22,16,19,6,1,3,22,17,30,0,2
1.5,40.73649979,-73.97864532,1,40.74021912,-73.99837494,0,1,18,12,50,58,0,1,18,13,4,25,0,1
1.2,40.75564957,-73.99585724,1,40.75820923,-73.98208618,4,1,29,19,15,24,4,1,29,19,27,18,0,1
0.34,40.75631714,-73.97801971,1,40.76102448,-73.97528076,3,1,28,17,31,19,3,1,28,17,36,41,0,2
2.33,40.76374054,-73.97582245,2,40.78895187,-73.97039032,5,1,2,18,38,53,5,1,2,18,50,25,0,2
1.66,40.7497406,-73.99211121,1,40.75358963,-73.97080231,3,1,14,13,46,31,3,1,14,14,4,12,0,2
2.3,40.76532364,-73.98327637,1,40.7376442,-74.00463104,6,1,24,21,56,58,6,1,24,22,11,50,0,1
1.05,40.78853989,-73.97074127,1,40.77949142,-73.98110199,1,1,5,16,42,27,1,1,5,16,47,57,0,2
3.07,40.72660828,-73.97927856,2,40.74623108,-74.00084686,1,1,5,14,58,39,1,1,5,15,15,51,0,2
0.88,40.7541008,-73.98081207,1,40.7437706,-73.98619843,0,1,25,15,9,28,0,1,25,15,23,2,0,2
0.89,40.75836182,-73.98596191,1,40.75751877,-73.97492218,6,1,24,11,51,17,6,1,24,11,59,49,0,2
1.2,40.7580452,-73.97020721,1,40.76535416,-73.95496368,4,1,15,10,5,43,4,1,15,10,13,30,0,1
1.77,40.77096176,-73.98210144,2,40.75413132,-73.96585846,1,1,5,17,43,21,1,1,5,17,56,37,0,2
1.26,40.7695694,-73.9955368,1,40.76204681,-73.98363495,1,1,19,8,31,15,1,1,19,8,40,38,0,2
0.8,40.73925018,-74.00115204,2,40.73460007,-73.98818207,3,1,21,23,35,6,3,1,21,23,40,23,0,2
3.2,40.7171669,-73.99543762,1,40.74901581,-73.98010254,5,1,30,23,45,13,6,1,31,0,14,17,0,1
1.2,40.74532318,-73.98163605,1,40.74467468,-73.99890137,0,1,11,14,15,8,0,1,11,14,25,45,0,1
3.6,40.74892044,-73.99237061,1,40.77532578,-73.95204163,5,1,16,13,23,59,5,1,16,13,47,30,0,1
0.96,40.74393082,-73.99662781,2,40.75115585,-73.9940567,0,1,25,15,47,19,0,1,25,15,55,48,0,2
0.8,40.7544632,-73.97171021,6,40.76249695,-73.97444916,5,1,2,22,50,7,5,1,2,22,54,43,0,2
2.69,40.7505188,-73.974617,2,40.73123169,-74.00422668,3,1,14,18,50,25,3,1,14,19,6,38,0,2
0.7,40.78663254,-73.95305634,1,40.79170227,-73.96504974,4,1,1,0,45,42,4,1,1,0,48,42,0,1
1.51,40.70455933,-74.00939178,4,40.71841049,-74.00041199,6,1,10,2,35,30,6,1,10,2,41,20,0,2
1.94,40.7299614,-73.98066711,6,40.72000122,-74.00518799,1,1,19,0,35,0,1,1,19,0,44,9,0,2
1.6,40.74990845,-73.99136353,2,40.75678253,-73.97239685,3,1,7,12,56,22,3,1,7,13,15,0,0,1
2.53,40.79040146,-73.9656601,1,40.76710892,-73.96250916,3,1,28,7,32,46,3,1,28,7,56,51,0,2
1.4,40.74221039,-73.98097992,3,40.75205994,-73.97821045,6,1,3,12,41,16,6,1,3,12,49,2,0,1
2.71,40.75640106,-73.98674011,2,40.78295135,-73.95955658,1,1,12,19,37,43,1,1,12,19,52,27,0,2
8.4,40.85134506,-73.94071198,2,40.76302719,-73.96775055,4,1,8,15,55,5,4,1,8,16,25,53,0,1
0.8,40.74827576,-73.98942566,1,40.74066162,-73.98190308,4,1,15,6,41,16,4,1,15,6,48,9,0,1
3.4,40.78597641,-73.97091675,1,40.8126564,-73.93780518,6,1,3,18,4,44,6,1,3,18,17,2,0,2
7.98,40.71072388,-73.98445129,1,40.76183701,-73.92507935,0,1,4,6,59,12,0,1,4,7,17,18,0,2
0.3,40.77129745,-73.979599,1,40.77615738,-73.97609711,5,1,9,9,49,22,5,1,9,9,51,16,0,1
20.1,40.76957703,-73.96617889,1,40.64134979,-73.78845978,0,1,11,15,40,8,0,1,11,16,54,46,0,1
1.35,40.74745941,-73.98583221,6,40.75656891,-74.00163269,3,1,7,15,10,3,3,1,7,15,31,0,0,2
0.6,40.73544312,-74.00836182,1,40.7349472,-73.99866486,5,1,30,12,23,26,5,1,30,12,29,15,0,1
0.1,40.78852081,-73.96710205,1,40.79019165,-73.96581268,1,1,19,11,24,5,1,1,19,11,25,26,0,1
1,40.78001785,-73.95461273,1,40.77083588,-73.95081329,5,1,16,17,3,42,5,1,16,17,8,1,0,1
3.1,40.70760727,-73.94876099,3,40.72050476,-73.98716736,0,1,18,0,2,41,0,1,18,0,15,59,0,1
1.5,40.76357269,-73.97799683,1,40.74570084,-73.98651123,4,1,8,8,31,22,4,1,8,8,40,32,0,1
2.38,40.77888107,-73.98008728,1,40.78674316,-73.95287323,5,1,2,9,40,30,5,1,2,9,49,38,0,2
0.5,40.72514725,-73.99617004,1,40.73167038,-73.99155426,2,1,20,19,52,13,2,1,20,19,56,9,0,1
0.97,40.77479935,-73.96240234,5,40.76301193,-73.96996307,6,1,3,12,47,39,6,1,3,12,52,28,0,2
1.48,40.76558685,-73.96445465,2,40.75570297,-73.98199463,3,1,7,7,18,44,3,1,7,7,25,9,0,2
0.8,40.8020401,-73.94898987,1,40.79629135,-73.9355545,5,1,2,5,52,36,5,1,2,5,56,43,0,1
1.51,40.7224884,-74.00164032,3,40.71461868,-74.01065063,3,1,14,15,14,43,3,1,14,15,24,52,0,2
2,40.7272644,-73.98873901,1,40.74661255,-73.99004364,0,1,18,13,25,16,0,1,18,13,36,1,0,1
1.46,40.7556572,-73.9768219,1,40.750103,-73.99169159,2,1,13,7,19,58,2,1,13,7,31,24,0,2
1.31,40.76216507,-73.99559021,1,40.75270462,-73.97847748,5,1,9,19,45,55,5,1,9,19,58,49,0,2
12.9,40.85003662,-73.84262085,1,40.76094818,-73.98285675,3,1,28,19,37,47,3,1,28,20,19,51,0,1
1.1,40.78797913,-73.96733856,1,40.77710724,-73.96178436,4,1,15,22,46,30,4,1,15,22,50,50,0,1
0.8,40.77941513,-73.95523834,1,40.76974106,-73.96076202,4,1,8,7,27,16,4,1,8,7,30,21,0,2
2.2,40.74917221,-73.99200439,1,40.75971222,-73.96487427,3,1,7,10,22,32,3,1,7,10,37,8,0,1
2.4,40.74425888,-73.97198486,1,40.76911545,-73.96739197,3,1,7,8,37,14,3,1,7,8,52,7,0,1
1.24,40.75006866,-73.98825073,1,40.76029968,-73.99865723,1,1,5,19,50,9,1,1,5,19,57,41,0,2
1,40.72888184,-74.0072937,3,40.73104858,-73.99185181,0,1,11,17,55,37,0,1,11,18,5,4,0,1
4.6,40.72528076,-73.98920441,1,40.71416473,-74.01500702,0,1,4,19,19,22,0,1,4,19,31,35,0,1
1.6,40.76444626,-73.97005463,1,40.74612427,-73.97169495,1,1,26,12,55,46,1,1,26,13,14,57,0,1
